transaction_id,customer_id,customer_name,email,purchase_date,product_id,category,price,quantity,total_amount,payment_method,delivery_status,customer_address
1028,385,Taylor Rivera,sellerssamuel@gross.com,NULL,1086,Home & Kitchen,2690.73,2,5381.46,Credit Card,Processing,"15014 Hull Canyon New Travis, OK 88855"
1029,191,Jamie Wagner,zdiaz@smith.com,NULL,1059,Books,2574.46,4,10297.8,Bank Transfer,Processing,"7311 Amber Walks Apt. 456 Karenland, IA 75275"
1030,443,Sierra Lopez,NULL,NULL,1060,Unknown,1455.39,1,1455.39,Credit Card,Processing,"960 Dawn Spurs East Katherine, WY 68562"
1031,276,Amanda Smith,joseph63@simpson.com,NULL,1083,Clothing,739.34,3,2218.02,Credit Card,Not Delivered,"2481 Wolf Lane Apt. 546 Lake Duanebury, IA 60028"
1032,160,Tyler Alexander,brayrachel@gmail.com,NULL,1062,Clothing,4866.97,4,19467.88,Credit Card,Cancelled,"513 Tyler Alley Justintown, VT 74471"
1033,459,John Thomas,brittany60@brown-rodriguez.com,NULL,1016,Home & Kitchen,1218.51,4,4874.04,PayPal,Shipped,"0763 Barnett Shores Watershaven, MS 89876"
1034,313,Daniel Espinoza,xthomas@landry.com,NULL,1088,Clothing,470.07,8,3760.56,Cash,Pending,"77463 Christopher Cliff Suite 914 Rickyland, NY 33577"
1035,21,Jonathan Jacobs,cesarturner@wade.com,NULL,1068,Electronics,4438.27,3,13314.8,Debit Card,Returned,N/A
1036,252,Michael Johnson,angela07@gmail.com,NULL,1015,Home & Kitchen,2071.15,1,2071.15,Debit Card,Cancelled,"6452 Alexis Mission Port Charles, ND 06504"
1037,235,Mallory Ponce,rebecca18@yahoo.com,NULL,1089,Clothing,1878.62,4,7514.48,Credit Card,Pending,N/A
1038,344,Julie Cain,wcook@brandt-atkinson.com,NULL,1055,Electronics,1598.62,1,1598.62,Cash,Cancelled,"957 Steven Stravenue Amyside, ID 93967"
1039,48,User,johnsontamara@maddox.info,NULL,1035,Books,4665.72,5,23328.6,Cash,Not Delivered,"8272 Brian Loaf Melissaburgh, RI 87304"
1040,474,Caitlin Shields,jennifer39@hotmail.com,NULL,1055,Clothing,2112.04,0,0,Credit Card,Pending,"57591 Tucker Rest Suite 471 Nathanport, AK 50664"
1041,58,Karen Acosta,fernandezangela@carlson.com,NULL,1014,Electronics,4514.63,7,31602.4,Cash,Not Delivered,"74438 Megan Springs Jessicaton, NJ 61914"
1042,169,Timothy Mitchell,roseaguilar@madden.com,NULL,1049,Toys,2074.56,1,2074.56,Credit Card,Delivered,N/A
1043,475,Megan Lindsey,olsondustin@gonzalez-bryant.org,NULL,1083,Unknown,382.77,5,1913.85,Credit Card,Pending,"107 Peter Gardens Suite 068 Robinsonport, TX 37769"
1044,187,Miguel Henry,fguerra@gmail.com,NULL,1007,Toys,3214.93,3,9644.79,Credit Card,Cancelled,"3055 Richard Pine Apt. 405 Smithmouth, NV 87080"
1045,463,User,alanmurphy@hotmail.com,NULL,1030,Electronics,1466.11,2,2932.22,PayPal,Delivered,"44316 Hayes Ranch Apt. 008 Fernandezborough, AZ 34057"
1046,270,Destiny Reeves,hansendenise@hotmail.com,NULL,1083,Home & Kitchen,1898.13,6,11388.78,Credit Card,Not Delivered,"4398 Christina Street Apt. 900 East Aaron, MD 61685"
1047,189,Christopher Nelson,benderjason@luna.com,NULL,1049,Home & Kitchen,666.68,8,5333.44,Credit Card,Not Delivered,"PSC 7563, Box 3932 APO AA 86529"
1048,445,Michele Williams,ishort@jones-moreno.org,NULL,1089,Clothing,2545.92,8,20367.36,Credit Card,Cancelled,"526 Spencer Roads Apt. 711 Benjaminside, MO 66205"
1049,174,Crystal Webb,NULL,NULL,1016,Toys,1766.69,2,3533.38,Credit Card,Delivered,"07021 Smith Hills East Richardshire, MT 15990"
1050,445,Claudia Knight,twilson@young.com,NULL,1051,Home & Kitchen,2365.52,1,2365.52,Credit Card,Processing,N/A
1051,50,Courtney Ross,peter47@hotmail.com,NULL,1072,Home & Kitchen,206.21,1,206.21,PayPal,Shipped,N/A
1052,363,Walter Martin,bennettmeghan@yahoo.com,NULL,1082,Toys,1848.09,3,5544.27,Credit Card,Returned,N/A
1053,54,Katie Blevins,maria67@savage.com,NULL,1092,Books,4012,9,36108,Credit Card,Cancelled,"289 Vaughn Ramp East Andreaton, DC 04496"
1054,243,Jessica Roach,kaitlynrodriguez@adams.com,NULL,1080,Home & Kitchen,3470.91,6,20825.5,Bank Transfer,Not Delivered,"34099 Decker Glen Garciamouth, CT 87019"
1055,319,Stephen Weber,nmitchell@gmail.com,NULL,1083,Unknown,4481.93,8,35855.44,Credit Card,Pending,"998 Matthew Lodge Julieburgh, VT 55050"
1056,130,Danny Sanchez,andrewmosley@gonzalez.com,NULL,1042,Electronics,2280.85,3,6842.55,Credit Card,Delivered,Unit 1539 Box 4210 DPO AP 84278
1057,484,Gavin Santiago,NULL,NULL,1017,Clothing,4105.1,8,32840.8,Credit Card,Shipped,"152 Dean Fields Patriciatown, UT 03406"
1058,306,Victor Bartlett,NULL,NULL,1063,Home & Kitchen,3308.44,1,3308.44,PayPal,Returned,"1197 Dixon Harbor East Cassandra, MO 89584"
1059,134,Justin Smith,cmays@crawford.com,NULL,1045,Unknown,1846.67,5,9233.35,Debit Card,Pending,Unit 8934 Box 0041 DPO AP 92257
1060,20,Suzanne Orozco,timothywoods@gmail.com,NULL,1077,Unknown,1938.98,4,7755.92,PayPal,Delivered,"465 Taylor Curve Suite 197 South David, WI 73795"
1061,328,George Tran,hernandezcory@hicks-waller.com,NULL,1007,Home & Kitchen,4180.26,4,16721.04,PayPal,Shipped,"1490 Sheila Rapids Port Ashleytown, SC 05232"
1062,166,Christine Holmes,robinsonalexis@porter.com,NULL,1027,Books,3381.08,2,6762.16,PayPal,Cancelled,"392 Jones Plains Suite 240 Port Caleb, ID 61506"
1063,273,Brenda Howard,amber84@yahoo.com,NULL,1010,Electronics,82.41,8,659.28,Bank Transfer,Shipped,"0433 Christine Key South James, ID 97496"
1064,387,Kristen Lopez,chelsea76@yahoo.com,NULL,1034,Clothing,3035.27,0,0,Credit Card,Cancelled,"1672 Jones Keys West Patriciahaven, ND 63816"
1065,88,Kenneth Smith,karen98@gonzalez.com,NULL,1036,Home & Kitchen,110.18,6,661.08,Credit Card,Processing,"1147 Mckee Lakes Barnesstad, HI 03530"
1066,315,Stephanie Fox,meyeranna@gmail.com,NULL,1025,Clothing,2539.28,8,20314.2,Credit Card,Delivered,"758 Morrison Estate Petersenfurt, TX 47674"
1067,13,Jennifer Shepherd,awilliams@gmail.com,NULL,1006,Toys,371.16,5,1855.8,Debit Card,Shipped,"1563 Megan Grove Apt. 229 Rivashaven, KY 42599"
1068,241,Glenda Turner,ernest70@mayer.info,NULL,1024,Unknown,1144.69,8,9157.52,Credit Card,Returned,"PSC 9563, Box 2314 APO AE 73422"
1069,264,Kristy Hodges,fraziercindy@gmail.com,NULL,1018,Unknown,1552.12,1,1552.12,Credit Card,Shipped,"367 Cory Square Lake Daniel, SC 46296"
1070,345,Julie Rivas,wilsondavid@gmail.com,NULL,1087,Home & Kitchen,3503.77,9,31533.93,Credit Card,Delivered,"5169 Scott Springs Jacobhaven, NH 14131"
1071,52,Derrick Johnson,williamsmichael@meadows.org,NULL,1006,Home & Kitchen,386.13,2,772.26,Credit Card,Pending,"3471 Gibson Lakes Apt. 531 North Melissaville, RI 58072"
1072,385,Heather Greene,welchkristen@smith-downs.com,NULL,1029,Toys,3086.34,3,9259.02,Credit Card,Pending,"491 Sandra Parkway Apt. 532 New Jennifermouth, WV 55369"
1073,339,Jennifer Bishop,jimenezmark@smith.biz,NULL,1025,Books,2574.46,6,15446.8,Cash,Shipped,"24803 Huff Field West John, FL 77826"
1074,91,Todd Jones,hwebb@gmail.com,NULL,1055,Home & Kitchen,2507.06,7,17549.4,Bank Transfer,Shipped,"2778 Sanchez Port Lake Davidhaven, ID 50126"
1075,366,Robert Williams,sheppardscott@yahoo.com,NULL,1081,Unknown,1300.7,7,9104.9,Cash,Cancelled,"055 Evans Wells Apt. 430 South Garrett, WI 75903"
1076,443,Harold Jones,rickeywilson@hotmail.com,NULL,1046,Clothing,2273.8,1,2273.8,Credit Card,Delivered,"958 Amanda Wall South Saraport, CT 60777"
1077,454,Mr. Mark Larson,johnrobinson@gmail.com,NULL,1024,Electronics,4585.22,4,18340.9,Credit Card,Cancelled,"795 Juan Overpass Apt. 770 Chambersberg, VA 10966"
1078,427,Jason Nelson,matthew87@yahoo.com,NULL,1075,Clothing,772.65,3,2317.95,Bank Transfer,Returned,"720 Liu Loop Apt. 030 Bakerview, GA 86653"
1079,263,John Goodwin,NULL,NULL,1026,Books,1333.78,9,12004.02,Credit Card,Processing,"84486 James Union Suite 803 Port Shelbybury, AR 22459"
1080,430,Terry Mason,NULL,NULL,1098,Electronics,2531.34,7,17719.38,Credit Card,Pending,N/A
1081,34,User,thomasanita@yahoo.com,NULL,1028,Clothing,2539.28,6,15235.7,Credit Card,Not Delivered,"46674 Jermaine Pass Apt. 258 Jessechester, FL 99145"
1082,205,Juan Orr,jamesgibson@cannon.com,NULL,1003,Clothing,396.24,9,3566.16,Bank Transfer,Not Delivered,"10663 Zavala Burg Lake Richardstad, OH 36367"
1083,80,Andrew Smith,regina63@gmail.com,NULL,1075,Toys,3926.11,4,15704.4,Credit Card,Delivered,"69579 Martinez Spurs Suite 657 East Travisview, RI 02658"
1084,419,Devin Trujillo,michaelvaughan@brown.info,NULL,1038,Books,681.8,1,681.8,Credit Card,Delivered,"5582 Dillon Harbor Port Marcia, NE 01524"
1085,49,Wanda Williams,michael45@gmail.com,NULL,1061,Unknown,4148,1,4148,Debit Card,Not Delivered,"615 Hernandez Parkways Suite 332 Randyside, CT 33087"
1086,359,James Murphy,NULL,NULL,1078,Toys,2341.4,5,11707,Credit Card,Delivered,"926 Dawn Oval Natashaside, PA 62881"
1087,387,Ronald Delgado,jordangould@yahoo.com,NULL,1051,Electronics,2320.44,4,9281.76,Cash,Pending,"PSC 1387, Box 9130 APO AP 12210"
1088,1,Nicholas Rogers,NULL,NULL,1090,Unknown,2278.35,5,11391.75,Credit Card,Returned,USS Hunter FPO AA 67757
1089,389,Jennifer Wood,williamsonariel@casey.biz,NULL,1048,Toys,2022.86,5,10114.3,Cash,Returned,"43458 Amanda Burg Suite 506 New Claudia, LA 42043"
1090,53,Julia Ortiz,dfitzgerald@gmail.com,NULL,1021,Books,80.8,5,404,Cash,Cancelled,"401 William Mount Suite 114 Lake Thomas, MD 67822"
1091,105,Sean Keller,jasonmurphy@gmail.com,NULL,1054,Home & Kitchen,2185.73,9,19671.6,PayPal,Pending,"490 Mary Trail Apt. 292 Williamberg, WA 48982"
1092,259,User,stevenkelly@hotmail.com,NULL,1056,Home & Kitchen,2253.01,4,9012.04,Debit Card,Processing,"46942 Ramos Skyway North Susanshire, KY 02771"
1093,309,Candace Hopkins,michaelbecker@hotmail.com,NULL,1094,Electronics,1943.55,9,17491.95,Credit Card,Delivered,"0865 Nicole Place Suite 716 Newtonfurt, SC 52061"
1094,476,Brooke Dixon,stevenmata@hotmail.com,NULL,1059,Home & Kitchen,4622.85,9,41605.7,Credit Card,Delivered,USCGC Black FPO AA 32352
1095,190,Peter Chen,james64@yahoo.com,NULL,1072,Toys,71.98,9,647.82,Credit Card,Processing,"179 Clark Prairie Catherinemouth, WV 67567"
1096,401,Katie Ward,stevensonsteven@yahoo.com,NULL,1051,Electronics,2663.93,7,18647.5,Credit Card,Cancelled,"3521 Hartman Squares Dunnton, NH 24654"
1097,217,Kristie Rose,marymcpherson@nguyen-mason.com,NULL,1020,Unknown,1111.15,8,8889.2,Cash,Cancelled,"548 Moore Manors Thomasfort, WA 39572"
1098,43,Lisa Velez,youngsean@gmail.com,NULL,1096,Books,296.09,5,1480.45,Credit Card,Delivered,"3186 Elizabeth Common Suite 456 Larsonchester, DE 27832"
1099,161,Stephanie Roman,xmoody@gmail.com,NULL,1086,Electronics,4372.71,7,30609,Cash,Delivered,"924 Brett Rest Apt. 032 East Bethany, WV 93865"
1100,201,Kristine Davis,ashley44@daniels-santana.com,NULL,1059,Unknown,49.95,4,199.8,Credit Card,Processing,USS Sharp FPO AP 92307
1101,445,Morgan Curry,tracy15@burgess.com,NULL,1071,Electronics,2037.08,3,6111.24,Credit Card,Pending,"542 Diane Bypass Rebeccashire, AK 15906"
1102,483,Robert Robles,brenda36@king.com,NULL,1009,Clothing,1491.91,5,7459.55,Debit Card,Processing,"01852 Martin Mountain North Jenniferfurt, RI 94820"
1103,269,Rachel Cox,NULL,NULL,1001,Clothing,2539.28,5,12696.4,Credit Card,Cancelled,"1100 Payne Summit Apt. 700 Timothyview, SD 10688"
1104,350,Gabriella Martin,vargaschristine@yahoo.com,NULL,1029,Electronics,2623.15,8,20985.2,Credit Card,Processing,"6783 Singh Prairie Suite 317 Ramirezshire, MD 57772"
1105,303,Sheryl Johnson,jasmine76@hotmail.com,NULL,1063,Home & Kitchen,194.69,9,1752.21,Credit Card,Processing,"951 Owens Crescent Suite 277 North Stevenshire, NM 53918"
1106,270,Danielle Mccoy,tmorgan@clark.net,NULL,1072,Clothing,2412.52,6,14475.1,Cash,Processing,"4869 John Spur Suite 820 South Suzanne, AR 08105"
1107,455,Shannon Davis,tara74@yahoo.com,NULL,1056,Books,2264.31,4,9057.24,Credit Card,Pending,"47811 Hicks Rapid Lake Rachelview, ID 63117"
1108,461,Kyle Hampton,smithandrew@yahoo.com,NULL,1068,Unknown,2511.42,2,5022.84,Credit Card,Shipped,"5370 Eric Crest Suite 986 Buchananburgh, TN 01879"
1109,214,Daniel Carter,lkane@johnson.org,NULL,1035,Toys,1603.95,0,0,Cash,Delivered,"462 Nichole Mews Suite 659 South Morgan, OR 40957"
1110,251,User,NULL,NULL,1003,Clothing,3272.88,0,0,Bank Transfer,Not Delivered,"114 Holland Village Mariehaven, AK 04649"
1111,189,Kristen Wright,cwilliams@hotmail.com,NULL,1007,Electronics,4838.86,6,29033.2,PayPal,Processing,"PSC 8311, Box 6245 APO AA 62455"
1112,295,Karen Ford,arthurnguyen@fletcher-wagner.biz,NULL,1027,Home & Kitchen,4991.18,3,14973.54,Cash,Not Delivered,"25832 Bowen Walks Apt. 888 Port Leslie, MI 52479"
1113,212,Andrew Frazier,james88@tucker.com,NULL,1001,Toys,960.1,9,8640.9,Bank Transfer,Shipped,"1080 Kelly Grove Wilsonfurt, WV 93469"
1114,207,Jasmine Torres,crystalholder@gmail.com,NULL,1091,Unknown,2432.79,2,4865.58,Credit Card,Delivered,"01359 Kayla Crossroad Katieborough, VA 75039"
1115,236,Susan Long,arodriguez@hotmail.com,NULL,1080,Unknown,2642.6,2,5285.2,Debit Card,Cancelled,N/A
1116,337,Nichole Wallace,pinedasonya@cunningham.info,NULL,1071,Clothing,3621.33,2,7242.66,Bank Transfer,Not Delivered,"43628 William Curve Suite 872 North Lisastad, VA 71753"
1117,366,Eric Pruitt,amyjackson@casey-russell.net,NULL,1044,Unknown,529.96,8,4239.68,Debit Card,Cancelled,"PSC 9107, Box 5643 APO AE 87656"
1118,52,Nicholas Burke,larrymcdaniel@yahoo.com,NULL,1087,Unknown,796.47,4,3185.88,Cash,Not Delivered,"3950 Allen Pike Potterville, VT 73493"
1119,279,Andrew Harrison,barneskatie@hoffman-duran.com,NULL,1041,Home & Kitchen,1558.63,5,7793.15,Debit Card,Cancelled,Unit 5696 Box 9202 DPO AA 92783
1120,409,Michelle Travis,steven92@hotmail.com,NULL,1075,Home & Kitchen,58.94,9,530.46,Bank Transfer,Processing,"5261 Randy Branch New Jeffreyport, MS 32454"
1121,216,Alexandra Torres,thompsonjoshua@schmidt.org,NULL,1042,Home & Kitchen,570.78,2,1141.56,Credit Card,Not Delivered,"2708 Rodriguez Springs Crossburgh, TN 76067"
1122,251,User,mosscraig@nolan.biz,NULL,1033,Electronics,2461.88,6,14771.3,PayPal,Cancelled,USS Eaton FPO AP 65230
1123,187,Gregory Austin,rachel61@jenkins-washington.info,NULL,1050,Unknown,2921.71,1,2921.71,Credit Card,Shipped,"241 David Hills Suite 000 New David, ID 66987"
1124,379,Gina Smith,lisa55@gmail.com,NULL,1063,Unknown,3829.43,2,7658.86,Credit Card,Pending,"2293 Julia Creek East Christineton, PA 49090"
1125,492,Tara Hodge,shawn29@hoffman.com,NULL,1037,Unknown,2396.12,3,7188.36,PayPal,Cancelled,"27620 Benitez Inlet Suite 876 Davisport, WV 72428"
1126,40,Christopher Jones,NULL,NULL,1059,Books,3762.91,9,33866.19,Credit Card,Pending,"5803 Bowen Valleys Changfurt, CO 54753"
1127,156,Robert Phillips,jenniferfranklin@yahoo.com,NULL,1081,Home & Kitchen,2772.86,3,8318.58,Credit Card,Pending,"51019 Delgado Creek West Erikaburgh, WA 14228"
1128,14,Lacey Jenkins,pamelaberry@castaneda.com,NULL,1099,Toys,3821,2,7642,Credit Card,Delivered,"1439 Keith Courts Suite 789 Shanefurt, CT 66548"
1129,300,Sandra Davidson,norma11@marquez-hanson.org,NULL,1048,Clothing,2539.28,8,20314.2,Cash,Processing,"2035 Andrew Port Apt. 589 West Sarahville, OH 58776"
1130,64,Raven Walsh,larry31@gmail.com,NULL,1005,Toys,991.26,5,4956.3,Credit Card,Shipped,"PSC 0836, Box 5305 APO AP 29001"
1131,344,Jeremiah Kim,elizabeth05@jones.com,NULL,1048,Electronics,3682.59,1,3682.59,Cash,Pending,"3733 Frank Locks Murphyberg, MD 23748"
1132,326,Shannon Parker,NULL,NULL,1096,Electronics,3282.73,1,3282.73,Bank Transfer,Returned,"028 Steven Cove East Danashire, MD 64454"
1133,8,Teresa Garcia,holly70@hotmail.com,NULL,1003,Unknown,2860.28,1,2860.28,Credit Card,Processing,"846 Toni Fall Apt. 841 West Benjamin, OR 36728"
1134,343,Barbara Armstrong,josephmills@williams-perez.info,NULL,1047,Toys,2235.47,6,13412.8,Bank Transfer,Pending,"91095 Patrick Summit Brownbury, SC 52328"
1135,128,Natasha Robinson,annette74@nguyen.org,NULL,1062,Unknown,3132.36,3,9397.08,Credit Card,Cancelled,"46002 Daniel Roads East Peter, FL 68593"
1136,491,Elizabeth Anderson,NULL,NULL,1099,Books,2530.75,4,10123,Credit Card,Pending,"769 Patrick Squares Suite 336 New Makaylaside, MS 07081"
1137,135,Timothy Bailey,qcobb@hotmail.com,NULL,1014,Electronics,1534.45,7,10741.15,Credit Card,Cancelled,"575 Christine Drives Lake Kimberlyville, AK 62053"
1138,471,Gail Williams,kellymarissa@fletcher.com,NULL,1063,Electronics,1200.1,8,9600.8,Credit Card,Cancelled,"279 Meadows Valleys Port Aaronstad, IN 42370"
1139,62,Martin Rodgers,charlesgarner@gmail.com,NULL,1061,Toys,4103.24,5,20516.2,Credit Card,Returned,"916 Stephens Meadow Brownburgh, NM 11189"
1140,138,George Spence,davisashley@hensley.com,NULL,1031,Electronics,2545.09,2,5090.18,Credit Card,Pending,"5745 Joseph Branch Port David, GA 88047"
1141,498,Stephen Perez,ybutler@hotmail.com,NULL,1095,Books,3655.99,2,7311.98,Debit Card,Pending,"5475 Kelly Key Suite 679 Silvaburgh, CT 93728"
1142,80,Ashley Meyer,louis07@gmail.com,NULL,1017,Books,3686.63,4,14746.5,Credit Card,Not Delivered,"7048 Morrison Run Port Laura, MD 01309"
1143,391,Jerry Rice,ocastillo@yahoo.com,NULL,1024,Books,4323.38,3,12970.1,Credit Card,Processing,"52854 Dana Gateway Suite 180 Lake Donnaborough, IA 17340"
1144,162,Kyle Adams,landrymadison@kirk.com,NULL,1023,Clothing,2195.35,5,10976.75,Credit Card,Not Delivered,"9316 Tanya Mountains New Spencerbury, AR 09337"
1145,418,Christopher Russell,lopezsusan@yahoo.com,NULL,1082,Books,3122.84,8,24982.72,Credit Card,Delivered,"79237 Padilla Village Suite 759 Kerrstad, IA 98102"
1146,288,Brett Hayes,wfrancis@hotmail.com,NULL,1050,Books,3782.39,8,30259.1,Credit Card,Cancelled,"585 Huang Prairie Suite 447 Lake Marissaland, IN 34970"
1147,378,Jade Cross,qyoung@kim-johnson.info,NULL,1078,Clothing,4525.28,7,31677,Bank Transfer,Returned,"2294 Meredith Passage Carrieborough, GA 44911"
1148,260,James Heath,emilyphillips@yahoo.com,NULL,1079,Unknown,1734.6,2,3469.2,Cash,Not Delivered,"496 Leach Parks Suite 360 East Jason, ME 22625"
1149,489,Jill Brown,nsimpson@meyer.com,NULL,1079,Home & Kitchen,1785.17,6,10711,Credit Card,Pending,"58802 Cox Lane New Gwendolyn, NM 98142"
1150,230,Kerry Rios,robert28@johnson-reed.com,NULL,1070,Electronics,4809.63,3,14428.89,Bank Transfer,Delivered,"87227 Baxter Shores Suite 282 Youngfurt, MA 44936"
1151,40,Lisa Garrett,nguyentony@gmail.com,NULL,1027,Books,2283.22,0,0,Credit Card,Returned,"873 William Islands South Christopher, NE 38518"
1152,27,Ronald Austin,jennabanks@yahoo.com,NULL,1015,Electronics,1626.9,4,6507.6,Credit Card,Shipped,"6133 Reynolds Flat Suite 464 Amandaville, KY 10930"
1153,134,Michael Burns,rebecca22@gmail.com,NULL,1050,Toys,678.06,4,2712.24,Debit Card,Pending,"54724 Alexis View Suite 715 North Jamie, KS 77918"
1154,200,Heather Chang,ostrong@hotmail.com,NULL,1036,Electronics,2430.06,4,9720.24,Debit Card,Pending,USCGC Bell FPO AP 87430
1155,327,Eric Smith,allentara@torres.biz,NULL,1008,Unknown,2359.48,1,2359.48,Cash,Shipped,"7064 Brian Course Lake Lisahaven, AK 43622"
1156,267,Brad Gallegos,melissawood@austin.com,NULL,1079,Clothing,728.94,2,1457.88,Credit Card,Cancelled,"38052 Christina Valleys Laurenfurt, UT 61229"
1157,417,Joseph Hamilton,zmartinez@waters.com,NULL,1003,Electronics,4573.06,2,9146.12,Bank Transfer,Cancelled,"55377 Mullen Burgs Leahhaven, TX 49556"
1158,32,Kyle Myers,NULL,NULL,1062,Electronics,3788.34,8,30306.72,Credit Card,Not Delivered,"818 Meadows Viaduct Gregoryborough, MT 28740"
1159,47,William Williams,jimmyjohnson@yahoo.com,NULL,1047,Electronics,4049.8,0,0,Bank Transfer,Not Delivered,USNS Campbell FPO AP 44438
1160,406,Jose Peters,hendersonbryan@hotmail.com,NULL,1077,Home & Kitchen,1318.87,4,5275.48,Credit Card,Pending,"738 Nicole Mount New Kristen, TX 05937"
1161,61,Whitney Palmer,ooconnor@lee.com,NULL,1098,Home & Kitchen,2330.2,2,4660.4,Credit Card,Processing,"956 Jackson Port Apt. 567 Abbottburgh, AK 70616"
1162,215,Charles Wallace,amystone@barajas.com,NULL,1088,Toys,3672.88,8,29383.04,Credit Card,Pending,"99567 Tyler Plains Brandonfurt, ID 93884"
1163,292,Scott Powell,edward37@gmail.com,NULL,1096,Clothing,4375.56,9,39380.04,Credit Card,Not Delivered,"650 Anna Ranch Apt. 422 North Nicholasfort, VA 04217"
